Account Owner,Territory Name,Fit Score,Priority,Account ID,Account Name,Website,Annual Revenue,Current E-Commerce Platform,Industry,Sales Notes,Engagment Approach,Owner/ Driver,"Featured Campaigns, Events & Webinars",Revenue Plays,Comments
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,High,001OG00000kHauoYAC,Tecworks International Pty Ltd,tecworks.com.au,"USD 20,000,000",Odoo,Electronics & Gadgets,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,001OG00000kHCD9YAO,Lady Lash Australia,sydneyeyelashextensions.com,"USD 20,000,000",WooCommerce,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00000kHOowYAG,"Eden Park, New Zealand",edenpark.co.nz,"USD 20,000,000",WooCommerce,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,001OG00000xrnRAYAY,Sandringham Football Club,http://sandringhamfc.com.au,"USD 20,000,000",,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,0018V00002qyrtjQAA,AKUBRA HATS PTY LTD,akubra.com,"USD 20,000,000",Shopify Plan Advanced/Basic,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,001OG00000kHKMlYAO,Monty's Leap,montysleap.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,High,0018V00002czeARQAY,Bulk Nutrients,bulknutrients.com.au,"USD 20,000,000",BigCommerce,Food & Beverage (excl. Alcohol),Rev sourced from here https://www.news.com.au/finance/small-business/bulk-nutrients-founder-says-he-would-never-start-a-business-like-this-from-scratch-now/news-story/3e48b2321ae6297023ac12e89731c605,Outbound Motions,Shina,Select,Select,"Recent Sep 2025 CL opp, went ahead with CommerceTools over Shopify Plus.
- Shina, 13 Feb 2026"
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Medium,0018V00002dH3XVQA0,Handpicked Wines,handpickedwines.com.au,"USD 20,000,000",Shopify Plan Advanced/Basic,Food & Beverage (excl. Alcohol),on Shopify,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,Low,001OG00000y95soYAA,Australian Sports Commission,http://ausport.gov.au,"USD 20,000,000",,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00000xs2WeYAI,Phantom Screens Australia,phantomscreens.com.au,"USD 20,000,000",WooCommerce,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,High,0018V00002czA9ZQAU,Homyped,homyped.com.au,"USD 20,000,000",Adobe Commerce (Magento),Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002d0HVpQAM,Chteau Tanunda,chateautanunda.com,"USD 20,000,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,001OG00000kHRacYAG,Community Care Chemist,communitycarechemist.com.au,"USD 20,000,000",,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,001OG00000kHM8mYAG,Garry Rogers Motorsport,grmotorsport.com.au,"USD 20,000,000",WooCommerce,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000kHPmoYAG,Swiss Deli Nz,swissdeli.co.nz,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,001OG00000kHST3YAO,ClosetDrop,http://closetdrop.com,"USD 20,000,000",WooCommerce,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,001OG00000y95adYAA,John Wiley & Sons Canada,wiley.ca,"USD 20,000,000",,Media & Communication,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000y95zyYAA,Ampersand Estates,http://ampersandestates.com.au,"USD 20,000,000",WooCommerce,Alcohol,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000kHTQFYA4,Best Value & Quickest Flat Rate Shipping - That’s Us!,wizme.com.au,"USD 20,000,000",WooCommerce,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,001OG00000kGxZXYA0,PepperGreen Estate,peppergreenestate.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002lHZHpQAO,Mount Majura Vineyard,http://mountmajura.com.au,"USD 20,000,000",Other,Alcohol,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG0000197SqMYAU,Supercars,http://supercars.com,"USD 20,000,000",,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,0018V00002dH5rFQAS,Ryda,ryda.com.au,"USD 20,000,000",Adobe Commerce (Magento),Electronics & Gadgets,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002kY0iEQAS,DeRUCCI International (Australia),http://global.derucci.com,"USD 20,000,000",Adobe Commerce (Magento),Furniture,On Shopify,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000kH6LDYA0,Capel Vale Wines,http://capelvale.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,001OG00000kHSklYAG,Rory's Group,rorys.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002kY0ihQAC,AWM,awm.net.au,"USD 20,000,000",WooCommerce,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,Low,0018V00002kYGzrQAG,Embroidery Works,embroideryworks.co.nz,"USD 20,000,000",,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,,001OG00000xs4IVYAY,The Grainfather,grainfather.com,"USD 20,000,000",Adobe Commerce (Magento),Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,High,001OG00000xrnRWYAY,Spring Colours Nursery,springcolours.com.au,"USD 20,000,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,001OG000015zScSYAU,KFC South Pacific (Yum! Brands Subsidiary),http://kfc.com.au,"USD 20,000,000",Other,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,0018V00002d0IfsQAE,Autoglass Warehouse,autoglasswarehouse.com.au,"USD 20,000,000",Other,Vehicles & Parts,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,001OG000015zSeXYAU,NAK Hair,nak.net.au,"USD 20,000,000",,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002cznsqQAA,Lou Miranda Estate,loumirandaestate.com.au,"USD 20,000,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000xru9KYAQ,Pots Galore,http://potsgalore.com.au,"USD 20,000,000",WooCommerce,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,Low,001OG00000kHQB2YAO,Scotts Tubes,renaissanceherbs.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002lHaWBQA0,WynActive,wynactive.com.au,"USD 20,000,000",WooCommerce,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,001OG00000kHjK2YAK,Bardot-Duplicate,bardot.com.au,"USD 20,000,000",Other,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,001OG00000y95zUYAQ,R.I.C. Publications,http://ricpublications.com.au,"USD 20,000,000",Other,Media & Communication,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,0018V00002czk4NQAQ,Melbourne Cleaning Supplies,melbournecleaningsupplies.com.au,"USD 20,000,000",BigCommerce,Other,,Outbound Motions,Shina,Select,Select,"Reviewed for BigCommerce OB cadence - primarily B2B operations.
- Shina, 13 Feb 2026"
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,,0018V00002dHEimQAG,King Living (Delete),kingliving.my,"USD 20,000,000",Adobe Commerce (Magento),Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002lHYqTQAW,Issey Sunshade Systems,issey.com.au,"USD 20,000,000",WooCommerce,Construction & Industrial,no ecom,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,0018V00002qysLYQAY,imake,imake.pro,"USD 20,000,000",Adobe Commerce (Magento),Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00000xrnReYAI,Sydney Flyscreen & Door Factory,flyscreensanddoors.com.au,"USD 20,000,000",WooCommerce,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00000y95qIYAQ,Groundswell Drivethru,groundswelldrivethru.com.au,"USD 20,000,000",Other,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,001OG00001DSr2aYAD,Hygain Holdings,http://hygaingroup.com,"USD 20,000,000",Shopify Plan Advanced/Basic,Media & Communication,on Shopify,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,001OG00000kHg1pYAC,Haircare Group,thehaircaregroup.com,"USD 20,000,000",Adobe Commerce (Magento),Health & Beauty (excl. Pharma),B2B,Open Opp,Amaly,Select,Select,Open opportunity under Gauvin Group with AK (parent company)
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,001OG00000kHMagYAG,Nippon Food Supplies,http://nipponfoodsupplies.com.au,"USD 20,000,000",Custom Build,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000kHlCAYA0,Driveline Services Australia,driveline.com.au,"USD 20,000,000",WooCommerce,Other,no ecom,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,001OG00000xs2RXYAY,Frenchies Bistro & Brewery,http://frenchiesbistroandbrewery.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,001OG00001DT7D7YAL,J.H. Whittaker and Sons,http://whittakerschocolate.com,"USD 20,000,000",Shopify Plan Advanced/Basic,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,001OG000015zSYwYAM,JOHNO,http://jonoandjohno.com.au,"USD 20,000,000",Other,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002lHZiAQAW,Ivanhoe Wines,ivanhoewines.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,High,0018V00002lHZHwQAO,Breville Group,http://brevillegroup.com.au,"USD 20,000,000",Adobe Commerce (Magento),Other,,Outbound Motions,Shina,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,0018V00002lHa7wQAC,Hec Cater Pty.,http://heccater.com.au,"USD 20,000,000",WooCommerce,Stationery & Office Supplies,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Medium,001OG00000kHLnjYAG,Austra Selections,http://austra.com.au,"USD 20,000,000",WooCommerce,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,001OG00000kHi7lYAC,Mills Brands,http://millsbrands.com.au,"USD 20,000,000",Other,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Medium,0018V00002lHZ7XQAW,Capel Vale Wines,capelvale.com,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,0018V00002czFUeQAM,Racer Industries,racerindustries.com.au,"USD 20,000,000",Other,Vehicles & Parts,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000xru9eYAA,Australian Blade Company,australianblade.com.au,"USD 20,000,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000kHJDWYA4,Quality Food Services,http://qualityfoods.com.au,"USD 20,000,000",,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,001OG00000kHjmSYAS,Killer Coffee Co,killercoffeeco.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000xs2R6YAI,iFresh Corporate Pantry,http://ifreshcorporate.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Poor Fit,Low,0018V00002kYH05QAG,AUS Cosmetics,auscosmetics.com.au,"USD 20,000,000",Squarespace,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002lHZi2QAG,Mount Eyre,mounteyre.com,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00000y98ppYAA,Victor Nelson Cycles,victornelsonsoamaru.co.nz,"USD 20,000,000",Other,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,High,0018V00002lHaDbQAK,NNT Uniforms,nnt.com.au,"USD 20,000,000",Other,Apparel & Accessories,SFCC Front-end framework = SFRA,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002czVhoQAE,KD Fisher,kdfisher.com.au,"USD 20,000,000",WooCommerce,Construction & Industrial,#May22zoominfo,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,0018V00002lHac2QAC,Floridia Cheese,floridiacheese.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,001OG00000kHHScYAO,Brothers Rugby Club,brothersrugby.com,"USD 20,000,000",WooCommerce,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002lHZI7QAO,Comet Windmills Australia Pty,cometwindmills.com.au,"USD 20,000,000",WooCommerce,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,001OG00000kHeKnYAK,Tasman,tasmanbutchers.com.au,"USD 20,000,000",,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000kHV3VYAW,Life Care Consultants,http://lifecareconsultants.co.nz,"USD 20,000,000",WooCommerce,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,Low,001OG00000kHVfKYAW,Polyflor,polyflor.com.au,"USD 20,000,000",Adobe Commerce (Magento),Construction & Industrial,,Outbound Motions,Shina,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,001OG000015zSXnYAM,OG GROUP,http://oggroup.au,"USD 20,000,000",,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,001OG00000kHPoiYAG,Siena Foods Pty Limited,sienafoods.com.au,"USD 20,000,000",Custom Build,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002czn9jQAA,maydenabikepark.com,http://maydenabikepark.com,"USD 20,000,000",WooCommerce,Sports & Recreation (excl. Firearms),#May22zoominfo,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,001OG00000y98qUYAQ,Nando's New Zealand,nandos.co.nz,"USD 20,000,000",Other,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG000015zSd4YAE,dollar curtains + blinds,http://dollarcurtains.com.au,"USD 20,000,000",,Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000y98q4YAA,kindyRock,kindyrock.com,"USD 20,000,000",Other,Entertainment,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,High,0018V00002kY0hrQAC,THE UPSIDE,theupside.com.au,"USD 20,000,000",BigCommerce,Apparel & Accessories,,Outbound Motions,Shina,Connect SYD,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000xru9xYAA,Aquamech Services,aquamechservices.com.au,"USD 20,000,000",WooCommerce,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,Low,0018V00002cz0rFQAQ,Boomaroo Nurseries,boomaroo.com,"USD 20,000,000",Custom Build,Food & Beverage (excl. Alcohol),#May22zoominfo,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002lHY3TQAW,Euro Appliances,http://euroappliances.com.au,"USD 20,000,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00000y98pgYAA,YoGet,yoget.co.nz,"USD 20,000,000",,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002lHZU2QAO,POUR TOUS by Davidson & Beaumont,pourtous.com.au,"USD 20,000,000",WooCommerce,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,0018V00002lHZI6QAO,Austraroma Pty,austraroma.com.au,"USD 20,000,000",WooCommerce,Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002cyzopQAA,Gift Packaging & Accessories,giftpackaging.com.au,"USD 20,000,000",Other,Gifts & Collectibles,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG000015zShkYAE,Wenty Leagues,http://wentyleagues.com.au,"USD 20,000,000",,Travel & Tourism,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,001OG000015zW9aYAE,Grove Avocado Oil,http://groveavocadooil.co.nz,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG000015zWBMYA2,Barenbrug New Zealand,http://barenbrug.co.nz,"USD 20,000,000",,Animals & Pet Supplies,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,001OG00000y95ahYAA,ShutterKits,shutterkits.com.au,"USD 20,000,000",Custom Build,Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000y95vcYAA,Fresco House,frescoflowers.com.au,"USD 20,000,000",,Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000xrnRqYAI,Pro Wreck,prowreck.com.au,"USD 20,000,000",WooCommerce,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Medium,0018V00002d0IgJQAU,Computer Alliance,computeralliance.com.au,"USD 20,000,000",Custom Build,Electronics & Gadgets,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,High,0018V00002czFUmQAM,Everything Australia,everythingaustralian.com.au,"USD 20,000,000",Adobe Commerce (Magento),Apparel & Accessories,#ANZtop150,Outbound Motions,Shina,Connect MEL,Select,Connect MEL invites sent
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,High,0018V00002d0FJLQA2,King Living SG,kingliving.com.sg,"USD 20,000,000",Other,Furniture,#SEAStoreleads P1,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000y95bvYAA,Townsville Dive Services,townsvillediveservices.com,"USD 20,000,000",,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00000xru9EYAQ,Colours Of Love,coloursoflove.com.au,"USD 20,000,000",WooCommerce,Other,,Select,Select,Select,Select,
